,id,conversation_id,created_at,date,timezone,tweet,language,hashtags,cashtags,user_id,user_id_str,username,name,day,hour,link,urls,photos,video,thumbnail,retweet,nlikes,nreplies,nretweets,quote_url,search,near,geo,source,user_rt_id,user_rt,retweet_id,reply_to,retweet_date,translate,trans_src,trans_dest,source_account,source_party
0,1460589265759481859,1460580145450917894,1637066592000.0,2021-11-16 12:43:12,0,"@FrankieLix2020 @andfra9 @GoeringEckardt @ABaerbock @OlafScholz @spdbt @GrueneBundestag @fdpbt @LieblingXhain @ninastahr Ist doch egal, was das RKI sagt, weil....  Ja, FDP, SPD &amp; Grüne, warum eigentlich? Wir Eltern warten immer noch auf eine Erklärung, warum ihr unsere Kinder durchseuchen wollt. Besonders schön wäre eine stichhaltige &amp; plausible Erklärung.",de,[],[],1.4304990274103788e+18,1430499027410378761,vdr137,137,2.0,12,https://twitter.com/vdr137/status/1460589265759481859,[],[],0.0,,False,6.0,1.0,3.0,,@OlafScholz,,,,,,,"[{'screen_name': 'FrankieLix2020', 'name': 'Lix', 'id': '1346061510720839680'}, {'screen_name': 'andfra9', 'name': 'Durchseuchung beenden!', 'id': '1040870490821353472'}, {'screen_name': 'GoeringEckardt', 'name': 'Katrin Göring-Eckardt', 'id': '626287930'}, {'screen_name': 'ABaerbock', 'name': 'Außenministerin Annalena Baerbock', 'id': '1469264387512979461'}, {'screen_name': 'OlafScholz', 'name': 'Olaf Scholz', 'id': '38150247'}, {'screen_name': 'spdbt', 'name': 'SPD-Fraktion im Bundestag', 'id': '347792540'}, {'screen_name': 'GrueneBundestag', 'name': 'Grüne im Bundestag 🇪🇺🏳️\u200d🌈', 'id': '24725119'}, {'screen_name': 'fdpbt', 'name': 'Fraktion der Freien Demokraten', 'id': '905516414257258497'}, {'screen_name': 'LieblingXhain', 'name': 'Canan Bayram', 'id': '587862375'}, {'screen_name': 'ninastahr', 'name': 'Nina Stahr', 'id': '19530651'}]",,,,,OlafScholz,SPD
1,1470141403045019654,1470141403045019654,1639343999000.0,2021-12-12 21:19:59,0,Alter! Der @Karl_Lauterbach ist ja schon wieder in einer Talkshow. Ich dachte es endet jetzt und er hat zutun! #karllauterbach #annewill,de,"['karllauterbach', 'annewill']",[],7.619393551035965e+17,761939355103596544,karsten_mo,Karsten Mo,7.0,21,https://twitter.com/karsten_mo/status/1470141403045019654,[],[],0.0,,False,1.0,0.0,0.0,,@Karl_Lauterbach,,,,,,,[],,,,,Karl_Lauterbach,SPD
2,1405950770466496521,1405870103284092930,1624039759000.0,2021-06-18 19:09:19,0,@Karl_Lauterbach Sie sehen auch so aus.,de,[],[],8.620020618352067e+17,862002061835206660,BalianIbelin65,Balian Ibelin,5.0,19,https://twitter.com/BalianIbelin65/status/1405950770466496521,[],[],0.0,,False,0.0,0.0,0.0,,@Karl_Lauterbach,,,,,,,"[{'screen_name': 'Karl_Lauterbach', 'name': 'Prof. Karl Lauterbach', 'id': '3292982985'}]",,,,,Karl_Lauterbach,SPD
3,1350126525220315136,1350126090673672193,1610730222000.0,2021-01-15 17:03:42,0,"@PaulZiemiak @CDU 2/x »Wenn die Bürger die Wahl hätten zwischen der parlamentarischen Demokratie, bei der die gewählten Abgeordneten Entscheidungen treffen und Gesetze beschließen und direkter Demokratie, bei der die Bürger in Sachfragen durch Volksabstimmungen entscheiden könnten, würden sich nur",de,[],[],1.2254309249569833e+18,1225430924956983296,DeineMeinungung,Deutschland Deine Meinung,5.0,17,https://twitter.com/DeineMeinungung/status/1350126525220315136,[],[],0.0,,False,0.0,0.0,0.0,,@PaulZiemiak,,,,,,,"[{'screen_name': 'PaulZiemiak', 'name': 'Paul Ziemiak', 'id': '288696645'}, {'screen_name': 'CDU', 'name': 'CDU Deutschlands', 'id': '20429858'}]",,,,,PaulZiemiak,CDU_CSU
4,1443988844500733952,1441846648020168707,1633108743000.0,2021-10-01 18:19:03,0,@ArminLaschet Laschet ist als CDU-Parteivorsitzender peinlich. Ein neuer Parteivorsitzender der CDU muss gewählt werden. Laschet soll sofort zurücktreten!  @CDU @CDUNRW_de @csu_lt @ArminLaschet @CSU @csu_bt @CDUNRW_de @CDU_CSU_EP @Wirtschaftsrat @CDU_BW @cdu_hessen @cdurlp @welt @FAZ_Politik,de,[],[],9.547099639428424e+17,954709963942842368,BaumannProf,Prof. Dr. Wolfgang Baumann,5.0,18,https://twitter.com/BaumannProf/status/1443988844500733952,[],[],0.0,,False,0.0,0.0,0.0,,@CDU,,,,,,,"[{'screen_name': 'ArminLaschet', 'name': 'Armin Laschet', 'id': '835541664'}]",,,,,CDU,CDU_CSU
5,1396429761682022400,1396429761682022400,1621769774000.0,2021-05-23 12:36:14,0,.@ABaerbock @Die_Gruenen @cducsubt @spdbt @dielinke @fdpbt : So viel Wald vernichtet unser Konsum  https://t.co/NzwU03kjXa #vegan #palmoilfree #vegan #cancelanimalag #Erdueberlastungstag,de,"['vegan', 'palmoilfree', 'vegan', 'cancelanimalag', 'erdueberlastungstag']",[],1.061618357722669e+18,1061618357722669060,animal__freedom,End Animal Exploiting,7.0,12,https://twitter.com/animal__freedom/status/1396429761682022400,['https://www.spiegel.de/wissenschaft/mensch/soja-palmoel-kakao-wie-viel-wald-unser-konsum-vernichtet-a-c99879f2-0f5b-415b-9944-3b12d75e8b8e'],[],0.0,,False,0.0,0.0,0.0,,@cducsubt,,,,,,,[],,,,,cducsubt,CDU_CSU
6,1382709511153188879,1382667523452243970,1618498611000.0,2021-04-15 15:56:51,0,@Karl_Lauterbach auch die Lehrkraefte werden nicht geimpft. Geht gar nicht! #bildungabersicher,de,['bildungabersicher'],[],2596171296.0,2596171296,Conni_Moehring,Cornelia Möhring,4.0,15,https://twitter.com/Conni_Moehring/status/1382709511153188879,[],[],0.0,,False,1.0,0.0,0.0,,@Karl_Lauterbach,,,,,,,"[{'screen_name': 'Karl_Lauterbach', 'name': 'Prof. Karl Lauterbach', 'id': '3292982985'}]",,,,,Karl_Lauterbach,SPD
7,1347699309492494341,1347697444755304449,1610151529000.0,2021-01-09 00:18:49,0,@afd_wallduern Mit keinem Wort fordert er dieses Sperren aber wieder typisch @AfD  lügen verbreiten.,de,[],[],294861331.0,294861331,udsch,UdSch,6.0,0,https://twitter.com/udsch/status/1347699309492494341,[],[],0.0,,False,1.0,0.0,0.0,,@AfD,,,,,,,"[{'screen_name': 'afd_wallduern', 'name': 'AfD Walldürn', 'id': '1153034667047759872'}]",,,,,AfD,AFD
8,1464271741040177152,1464184896721756160,1637944562000.0,2021-11-26 16:36:02,0,"@Markus_Soeder @Karl_Lauterbach Guten Abend. Bei all den fassungslos machenden,  rasanten Entwicklungen frage ich Sie,  warum wir nicht einen sofortigen,  vierwöchigen Lockdown machen können.  Es wäre auch ein Signal an die Pflegekräfte und Ärzte",de,[],[],1.3245960196030587e+18,1324596019603058689,Lorenz13130912,Lorenz,5.0,16,https://twitter.com/Lorenz13130912/status/1464271741040177152,[],[],0.0,,False,0.0,0.0,0.0,,@Karl_Lauterbach,,,,,,,"[{'screen_name': 'Markus_Soeder', 'name': 'Markus Söder', 'id': '793778228'}]",,,,,Karl_Lauterbach,SPD
9,1371730424196702209,1371489998634168322,1615880993000.0,2021-03-16 07:49:53,0,@Schmidtlepp @jensspahn SpahnScheuer,de,[],[],592702804.0,592702804,einschmaus,aschmaus,2.0,7,https://twitter.com/einschmaus/status/1371730424196702209,[],[],0.0,,False,0.0,0.0,0.0,,@jensspahn,,,,,,,"[{'screen_name': 'Schmidtlepp', 'name': 'Christopher Lauer', 'id': '59085146'}, {'screen_name': 'jensspahn', 'name': 'Jens Spahn', 'id': '299650387'}]",,,,,jensspahn,CDU_CSU
